Attrition,BusinessTravel,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age_Profile,Age_cat,Gender_cat,JobLevel_cat,BusinessTravel_cat,OverTime_cat,WorkLifeBalance_cat,TrainingTimesLastYear_cat,EnvironmentSatisfaction_cat,JobSatisfaction_cat
1,1,4,1,3,4,10400,0,2,2,14,2,Adult (26-44),Male,Middle,Travel Rarely,No,Good,3-4,Very High,Very High
0,3,3,1,3,3,8474,0,2,3,11,2,Adult (26-44),Male,Middle,Non-Travel,No,Better,3-4,High,High
0,2,4,0,2,3,9981,0,2,3,7,2,Adult (26-44),Female,Junior,Travel Frequently,No,Better,3-4,Very High,High
0,1,2,1,3,2,12490,0,5,1,10,3,Middle-age (45-59),Male,Middle,Travel Rarely,No,Bad,9-10,Medium,Medium
1,1,4,0,1,1,2657,1,5,3,5,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Better,9-10,Very High,Low
0,1,4,0,3,4,13591,1,3,3,1,2,Adult (26-44),Female,Middle,Travel Rarely,Yes,Better,5-6,Very High,Very High
1,2,3,0,2,1,6696,0,5,2,6,2,Adult (26-44),Female,Junior,Travel Frequently,No,Good,9-10,High,Low
1,1,3,1,1,3,2058,0,1,2,6,2,Adult (26-44),Male,Entry,Travel Rarely,No,Good,1-2,High,High
0,3,4,0,3,4,8865,0,2,3,19,3,Middle-age (45-59),Female,Middle,Non-Travel,No,Better,3-4,Very High,Very High
0,1,4,0,2,1,5940,0,4,3,6,3,Middle-age (45-59),Female,Junior,Travel Rarely,No,Better,7-8,Very High,Low
0,1,4,1,2,2,5914,0,3,4,13,2,Adult (26-44),Male,Junior,Travel Rarely,No,Best,5-6,Very High,Medium
0,1,3,0,1,2,2622,0,3,3,3,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,5-6,High,Medium
0,2,2,1,3,4,12185,1,1,3,10,2,Adult (26-44),Male,Middle,Travel Frequently,Yes,Better,1-2,Medium,Very High
0,1,1,1,3,3,10609,0,6,2,16,2,Adult (26-44),Male,Middle,Travel Rarely,No,Good,More than 10,Low,High
0,3,3,1,2,3,4345,0,2,3,5,2,Adult (26-44),Male,Junior,Non-Travel,No,Better,3-4,High,High
0,1,3,1,1,4,2177,0,6,3,1,3,Middle-age (45-59),Male,Entry,Travel Rarely,No,Better,More than 10,High,Very High
0,2,1,1,1,4,2793,0,2,3,9,2,Adult (26-44),Male,Entry,Travel Frequently,No,Better,3-4,Low,Very High
0,2,2,0,3,4,7918,0,5,3,11,2,Adult (26-44),Female,Middle,Travel Frequently,No,Better,9-10,Medium,Very High
0,2,3,0,3,3,8789,0,3,4,10,2,Adult (26-44),Female,Middle,Travel Frequently,No,Best,5-6,High,High
1,1,3,1,1,4,2389,1,3,2,4,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Good,5-6,High,Very High
0,1,3,0,1,4,3212,0,3,2,2,3,Middle-age (45-59),Female,Entry,Travel Rarely,No,Good,5-6,High,Very High
0,1,3,1,5,4,19232,0,3,3,22,2,Adult (26-44),Male,Executive,Travel Rarely,No,Better,5-6,High,Very High
0,1,2,1,1,3,2267,0,2,2,2,3,Middle-age (45-59),Male,Entry,Travel Rarely,No,Good,3-4,Medium,High
0,1,4,0,5,4,19517,0,3,2,7,3,Middle-age (45-59),Female,Executive,Travel Rarely,No,Good,5-6,Very High,Very High
1,1,3,1,1,4,2436,1,2,1,5,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Bad,3-4,High,Very High
0,1,4,0,4,4,16064,1,3,3,17,2,Adult (26-44),Female,Senior,Travel Rarely,Yes,Better,5-6,Very High,Very High
1,1,1,0,1,1,2707,0,3,4,9,2,Adult (26-44),Female,Entry,Travel Rarely,No,Best,5-6,Low,Low
0,3,1,1,5,3,19068,1,2,4,33,3,Middle-age (45-59),Male,Executive,Non-Travel,Yes,Best,3-4,Low,High
0,1,3,0,1,2,3931,0,5,3,4,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,9-10,High,Medium
1,1,4,1,1,3,3730,1,2,1,3,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Bad,3-4,Very High,High
0,1,3,0,1,3,2232,0,1,3,3,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,1-2,High,High
0,3,3,1,2,4,4465,0,2,3,3,2,Adult (26-44),Male,Junior,Non-Travel,No,Better,3-4,High,Very High
0,1,3,1,2,1,3072,0,2,2,1,2,Adult (26-44),Male,Junior,Travel Rarely,No,Good,3-4,High,Low
0,1,1,1,2,4,3319,0,3,3,9,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,5-6,Low,Very High
0,1,3,1,5,4,19202,0,2,3,24,3,Middle-age (45-59),Male,Executive,Travel Rarely,No,Better,3-4,High,Very High
0,2,2,1,3,3,13675,0,3,3,2,2,Adult (26-44),Male,Middle,Travel Frequently,No,Better,5-6,Medium,High
0,1,3,0,1,4,2911,0,2,2,2,2,Adult (26-44),Female,Entry,Travel Rarely,No,Good,3-4,High,Very High
0,1,4,1,2,1,5957,0,3,3,11,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,5-6,Very High,Low
0,1,3,0,1,1,3920,0,2,2,3,2,Adult (26-44),Female,Entry,Travel Rarely,No,Good,3-4,High,Low
0,2,1,1,2,3,6434,0,1,3,3,3,Middle-age (45-59),Male,Junior,Travel Frequently,No,Better,1-2,Low,High
1,2,1,1,3,3,10048,0,5,3,1,2,Adult (26-44),Male,Middle,Travel Frequently,No,Better,9-10,Low,High
0,2,3,0,3,3,10938,0,1,3,19,2,Adult (26-44),Female,Middle,Travel Frequently,No,Better,1-2,High,High
0,1,3,1,1,4,2340,0,1,3,6,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,1-2,High,Very High
0,1,4,0,2,1,6545,1,1,3,3,2,Adult (26-44),Female,Junior,Travel Rarely,Yes,Better,1-2,Very High,Low
0,1,4,1,2,4,6931,0,2,3,3,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,3-4,Very High,Very High
0,1,1,0,2,3,4898,0,3,3,4,1,Young Adult (18-25),Female,Junior,Travel Rarely,No,Better,5-6,Low,High
0,1,4,0,1,1,2593,1,4,3,9,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Better,7-8,Very High,Low
0,1,1,1,5,3,19436,0,5,3,21,2,Adult (26-44),Male,Executive,Travel Rarely,No,Better,9-10,Low,High
0,1,3,1,1,4,2723,0,0,2,1,3,Middle-age (45-59),Male,Entry,Travel Rarely,No,Good,No Training,High,Very High
1,2,3,1,1,2,3479,0,2,4,5,2,Adult (26-44),Male,Entry,Travel Frequently,No,Best,3-4,High,Medium
0,2,2,1,1,2,2794,0,3,1,5,2,Adult (26-44),Male,Entry,Travel Frequently,No,Bad,5-6,Medium,Medium
0,3,4,1,2,4,5249,0,0,3,8,2,Adult (26-44),Male,Junior,Non-Travel,No,Better,No Training,Very High,Very High
0,1,4,1,2,1,2176,0,5,3,6,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,9-10,Very High,Low
0,1,3,0,4,2,16872,1,2,2,7,3,Middle-age (45-59),Female,Senior,Travel Rarely,Yes,Good,3-4,High,Medium
1,1,1,1,1,3,3485,0,5,1,0,2,Adult (26-44),Male,Entry,Travel Rarely,No,Bad,9-10,Low,High
0,1,1,1,2,2,6644,0,2,3,0,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,3-4,Low,Medium
0,1,2,1,2,4,5582,0,2,3,9,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,3-4,Medium,Very High
0,3,2,1,2,1,4000,0,2,3,6,1,Young Adult (18-25),Male,Junior,Non-Travel,No,Better,3-4,Medium,Low
0,1,3,1,4,4,13496,1,2,3,20,3,Middle-age (45-59),Male,Senior,Travel Rarely,Yes,Better,3-4,High,Very High
0,1,4,1,1,4,3210,0,4,3,15,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,7-8,Very High,Very High
0,1,4,1,5,1,19045,1,2,3,36,3,Middle-age (45-59),Male,Executive,Travel Rarely,Yes,Better,3-4,Very High,Low
1,3,1,1,3,2,11849,1,2,2,10,3,Middle-age (45-59),Male,Middle,Non-Travel,Yes,Good,3-4,Low,Medium
0,1,4,1,1,4,2070,0,3,2,5,2,Adult (26-44),Male,Entry,Travel Rarely,No,Good,5-6,Very High,Very High
0,1,3,1,2,4,6502,0,5,4,5,2,Adult (26-44),Male,Junior,Travel Rarely,No,Best,9-10,High,Very High
0,1,4,1,1,3,3230,0,4,4,3,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Best,7-8,Very High,High
0,3,1,0,3,4,13603,1,2,3,5,2,Adult (26-44),Female,Middle,Non-Travel,Yes,Better,3-4,Low,Very High
0,1,2,0,3,2,11996,0,6,2,7,2,Adult (26-44),Female,Middle,Travel Rarely,No,Good,More than 10,Medium,Medium
0,1,1,0,2,1,5605,1,3,3,8,2,Adult (26-44),Female,Junior,Travel Rarely,Yes,Better,5-6,Low,Low
0,2,3,0,2,2,6397,0,6,1,6,2,Adult (26-44),Female,Junior,Travel Frequently,No,Bad,More than 10,High,Medium
0,1,1,1,5,2,19144,0,4,2,10,3,Middle-age (45-59),Male,Executive,Travel Rarely,No,Good,7-8,Low,Medium
0,1,3,1,4,3,17584,1,5,2,5,3,Middle-age (45-59),Male,Senior,Travel Rarely,Yes,Good,9-10,High,High
0,1,2,1,2,3,4907,0,3,3,20,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,5-6,Medium,High
0,2,2,1,2,4,4554,0,3,2,10,2,Adult (26-44),Male,Junior,Travel Frequently,No,Good,5-6,Medium,Very High
0,1,2,1,2,4,5415,1,4,3,10,3,Middle-age (45-59),Male,Junior,Travel Rarely,Yes,Better,7-8,Medium,Very High
0,2,1,1,2,1,4741,1,3,3,5,2,Adult (26-44),Male,Junior,Travel Frequently,Yes,Better,5-6,Low,Low
0,1,4,0,1,4,2115,0,3,3,17,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,5-6,Very High,Very High
1,2,4,1,1,3,3161,1,0,1,1,2,Adult (26-44),Male,Entry,Travel Frequently,Yes,Bad,No Training,Very High,High
0,1,4,1,2,4,5745,0,2,3,2,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,3-4,Very High,Very High
1,1,1,1,1,2,2373,1,2,3,3,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Better,3-4,Low,Medium
0,1,4,0,1,4,3310,0,3,3,5,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,5-6,Very High,Very High
0,2,3,0,5,1,18665,1,4,3,3,3,Middle-age (45-59),Female,Executive,Travel Frequently,Yes,Better,7-8,High,Low
0,1,3,1,2,2,4485,0,2,3,8,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,3-4,High,Medium
0,2,4,0,1,2,2789,0,5,2,2,2,Adult (26-44),Female,Entry,Travel Frequently,No,Good,9-10,Very High,Medium
1,1,4,1,2,4,5828,1,0,3,8,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Better,No Training,Very High,Very High
0,2,2,1,1,4,2326,1,3,2,4,2,Adult (26-44),Male,Entry,Travel Frequently,Yes,Good,5-6,Medium,Very High
0,2,3,0,4,2,13525,0,2,4,20,2,Adult (26-44),Female,Senior,Travel Frequently,No,Best,3-4,High,Medium
1,1,3,1,1,3,1420,0,2,3,0,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Better,3-4,High,High
0,1,3,1,3,2,8020,0,3,2,11,2,Adult (26-44),Male,Middle,Travel Rarely,No,Good,5-6,High,Medium
0,2,3,1,1,4,3688,0,2,3,1,2,Adult (26-44),Male,Entry,Travel Frequently,No,Better,3-4,High,Very High
0,1,4,1,2,2,5482,0,3,3,4,3,Middle-age (45-59),Male,Junior,Travel Rarely,No,Better,5-6,Very High,Medium
0,1,4,1,4,2,16015,0,2,3,22,2,Adult (26-44),Male,Senior,Travel Rarely,No,Better,3-4,Very High,Medium
0,1,4,0,1,3,1200,0,2,3,0,1,Young Adult (18-25),Female,Entry,Travel Rarely,No,Better,3-4,Very High,High
0,1,2,1,2,1,5661,0,2,3,8,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,3-4,Medium,Low
0,1,2,1,2,4,6929,0,3,2,8,2,Adult (26-44),Male,Junior,Travel Rarely,No,Good,5-6,Medium,Very High
0,1,3,1,3,4,9613,0,5,2,18,2,Adult (26-44),Male,Middle,Travel Rarely,No,Good,9-10,High,Very High
0,3,2,0,2,2,5674,0,3,3,9,2,Adult (26-44),Female,Junior,Non-Travel,No,Better,5-6,Medium,Medium
0,1,4,1,2,3,5484,0,3,2,13,2,Adult (26-44),Male,Junior,Travel Rarely,No,Good,5-6,Very High,High
0,1,1,0,3,2,12061,0,2,3,10,2,Adult (26-44),Female,Middle,Travel Rarely,No,Better,3-4,Low,Medium
0,3,4,1,2,3,5660,1,2,3,5,3,Middle-age (45-59),Male,Junior,Non-Travel,Yes,Better,3-4,Very High,High
0,1,3,1,1,4,4821,1,4,3,5,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Better,7-8,High,Very High
0,1,1,1,2,1,6410,0,1,3,2,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,1-2,Low,Low
0,2,1,1,3,1,5210,0,2,3,24,3,Middle-age (45-59),Male,Middle,Travel Frequently,No,Better,3-4,Low,Low
0,1,3,1,1,4,2695,1,2,1,2,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Bad,3-4,High,Very High
0,2,4,0,3,2,11878,0,2,3,10,2,Adult (26-44),Female,Middle,Travel Frequently,No,Better,3-4,Very High,Medium
0,1,3,1,4,1,17068,1,3,3,21,2,Adult (26-44),Male,Senior,Travel Rarely,Yes,Better,5-6,High,Low
0,2,3,0,1,4,2455,0,5,3,8,2,Adult (26-44),Female,Entry,Travel Frequently,No,Better,9-10,High,Very High
0,1,3,0,4,3,13964,1,2,3,7,3,Middle-age (45-59),Female,Senior,Travel Rarely,Yes,Better,3-4,High,High
1,1,3,1,2,2,4941,0,3,2,8,3,Middle-age (45-59),Male,Junior,Travel Rarely,No,Good,5-6,High,Medium
0,1,3,0,1,2,2478,1,2,2,4,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Good,3-4,High,Medium
0,1,3,0,2,2,5228,1,2,3,13,2,Adult (26-44),Female,Junior,Travel Rarely,Yes,Better,3-4,High,Medium
0,1,4,1,2,3,4478,1,3,3,5,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Better,5-6,Very High,High
0,1,4,1,2,4,7547,0,3,3,7,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,5-6,Very High,Very High
0,1,1,0,2,4,5055,0,0,2,7,2,Adult (26-44),Female,Junior,Travel Rarely,No,Good,No Training,Low,Very High
1,1,1,1,1,4,3464,1,4,2,3,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Good,7-8,Low,Very High
0,1,4,0,2,4,5775,0,2,3,10,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,3-4,Very High,Very High
0,2,3,0,3,3,8943,0,2,3,10,2,Adult (26-44),Female,Middle,Travel Frequently,No,Better,3-4,High,High
0,2,3,1,5,4,19272,0,2,3,21,2,Adult (26-44),Male,Executive,Travel Frequently,No,Better,3-4,High,Very High
1,1,4,0,2,3,5238,1,3,2,1,2,Adult (26-44),Female,Junior,Travel Rarely,Yes,Good,5-6,Very High,High
0,2,2,1,2,4,4682,0,6,2,7,2,Adult (26-44),Male,Junior,Travel Frequently,No,Good,More than 10,Medium,Very High
0,1,4,1,5,3,18300,0,2,3,3,3,Middle-age (45-59),Male,Executive,Travel Rarely,No,Better,3-4,Very High,High
0,2,3,0,2,3,5257,0,3,4,9,2,Adult (26-44),Female,Junior,Travel Frequently,No,Best,5-6,High,High
0,3,3,1,2,2,6349,1,0,3,5,2,Adult (26-44),Male,Junior,Non-Travel,Yes,Better,No Training,High,Medium
0,2,4,0,2,3,4869,0,4,2,4,3,Middle-age (45-59),Female,Junior,Travel Frequently,No,Good,7-8,Very High,High
0,1,3,0,3,1,9985,0,1,2,1,2,Adult (26-44),Female,Middle,Travel Rarely,No,Good,1-2,High,Low
0,1,4,1,2,4,3697,0,3,3,10,3,Middle-age (45-59),Male,Junior,Travel Rarely,No,Better,5-6,Very High,Very High
0,1,2,1,2,4,7457,1,2,2,4,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Good,3-4,Medium,Very High
1,1,2,1,1,1,2119,1,4,2,7,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Good,7-8,Medium,Low
0,1,2,1,1,4,3983,0,2,3,3,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,3-4,Medium,Very High
0,1,4,0,2,3,6118,0,2,3,10,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,3-4,Very High,High
0,1,2,0,2,2,6214,0,3,3,8,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,5-6,Medium,Medium
0,1,4,1,2,4,6347,0,2,2,6,2,Adult (26-44),Male,Junior,Travel Rarely,No,Good,3-4,Very High,Very High
0,1,3,1,3,4,11510,1,3,3,11,2,Adult (26-44),Male,Middle,Travel Rarely,Yes,Better,5-6,High,Very High
0,1,3,0,3,4,7143,1,2,2,11,2,Adult (26-44),Female,Middle,Travel Rarely,Yes,Good,3-4,High,Very High
0,1,4,0,2,2,8268,1,2,3,7,2,Adult (26-44),Female,Junior,Travel Rarely,Yes,Better,3-4,Very High,Medium
0,1,3,1,3,2,8095,0,5,3,16,2,Adult (26-44),Male,Middle,Travel Rarely,No,Better,9-10,High,Medium
0,1,3,1,1,4,2904,0,2,2,4,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Good,3-4,High,Very High
0,1,4,1,2,2,6032,1,3,3,5,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Better,5-6,Very High,Medium
0,2,2,1,2,3,2976,0,3,3,0,3,Middle-age (45-59),Male,Junior,Travel Frequently,No,Better,5-6,Medium,High
0,1,1,0,4,4,15992,0,2,3,1,2,Adult (26-44),Female,Senior,Travel Rarely,No,Better,3-4,Low,Very High
0,3,4,1,2,3,4649,0,3,2,4,2,Adult (26-44),Male,Junior,Non-Travel,No,Good,5-6,Very High,High
0,1,3,1,1,3,2696,1,5,3,3,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Better,9-10,High,High
0,1,3,0,1,2,2370,0,4,3,8,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,7-8,High,Medium
0,1,1,0,3,3,12504,0,3,1,0,3,Middle-age (45-59),Female,Middle,Travel Rarely,No,Bad,5-6,Low,High
0,1,3,1,2,1,5974,1,2,3,7,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Better,3-4,High,Low
0,3,4,0,2,3,4736,1,2,4,2,2,Adult (26-44),Female,Junior,Non-Travel,Yes,Best,3-4,Very High,High
0,1,3,1,2,3,5296,0,3,3,8,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,5-6,High,High
0,1,1,1,2,4,6781,0,6,3,1,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,More than 10,Low,Very High
1,2,1,0,1,2,2174,1,3,3,3,1,Young Adult (18-25),Female,Entry,Travel Frequently,Yes,Better,5-6,Low,Medium
0,3,4,0,2,4,6653,0,6,3,1,2,Adult (26-44),Female,Junior,Non-Travel,No,Better,More than 10,Very High,Very High
0,2,1,1,3,4,9699,0,2,3,13,2,Adult (26-44),Male,Middle,Travel Frequently,No,Better,3-4,Low,Very High
0,1,4,1,2,3,6755,0,2,3,3,3,Middle-age (45-59),Male,Junior,Travel Rarely,No,Better,3-4,Very High,High
0,1,4,0,1,3,2213,1,3,3,7,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Better,5-6,Very High,High
0,3,1,1,1,4,2610,0,3,2,3,1,Young Adult (18-25),Male,Entry,Non-Travel,No,Good,5-6,Low,Very High
1,1,4,0,1,3,2851,1,2,3,1,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Better,3-4,Very High,High
0,1,3,0,1,1,3452,0,3,3,5,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,5-6,High,Low
0,3,3,0,2,3,5258,0,2,4,1,3,Middle-age (45-59),Female,Junior,Non-Travel,No,Best,3-4,High,High
1,2,1,1,2,2,9355,0,5,3,8,2,Adult (26-44),Male,Junior,Travel Frequently,No,Better,9-10,Low,Medium
0,1,4,1,3,4,10496,0,2,3,4,3,Middle-age (45-59),Male,Middle,Travel Rarely,No,Better,3-4,Very High,Very High
1,1,3,1,2,3,6380,1,6,3,6,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Better,More than 10,High,High
0,1,3,1,1,2,2657,1,5,3,2,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Better,9-10,High,Medium
1,1,3,0,1,2,2716,0,0,3,1,1,Young Adult (18-25),Female,Entry,Travel Rarely,No,Better,No Training,High,Medium
0,1,4,1,1,4,2201,0,4,3,3,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,7-8,Very High,Very High
0,1,3,1,2,2,6540,0,5,3,1,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,9-10,High,Medium
0,1,4,1,1,2,3816,0,2,3,5,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,3-4,Very High,Medium
0,1,2,1,2,4,5253,0,1,3,7,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,1-2,Medium,Very High
0,1,2,1,3,3,10965,0,2,3,5,3,Middle-age (45-59),Male,Middle,Travel Rarely,No,Better,3-4,Medium,High
0,1,3,0,2,4,4936,0,2,2,7,3,Middle-age (45-59),Female,Junior,Travel Rarely,No,Good,3-4,High,Very High
0,1,4,0,1,3,2543,0,3,3,2,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,5-6,Very High,High
1,3,1,1,2,4,5304,1,3,2,5,2,Adult (26-44),Male,Junior,Non-Travel,Yes,Good,5-6,Low,Very High
0,1,3,0,4,4,16659,1,2,3,5,3,Middle-age (45-59),Female,Senior,Travel Rarely,Yes,Better,3-4,High,Very High
0,1,4,0,2,3,4260,1,2,4,5,1,Young Adult (18-25),Female,Junior,Travel Rarely,Yes,Best,3-4,Very High,High
0,1,3,1,1,2,2476,0,3,3,1,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,5-6,High,Medium
1,2,3,1,1,1,3102,0,2,3,6,2,Adult (26-44),Male,Entry,Travel Frequently,No,Better,3-4,High,Low
0,1,1,0,1,2,2244,0,1,3,2,1,Young Adult (18-25),Female,Entry,Travel Rarely,No,Better,1-2,Low,Medium
0,1,2,1,3,3,7596,0,2,3,10,2,Adult (26-44),Male,Middle,Travel Rarely,No,Better,3-4,Medium,High
1,2,3,1,1,4,2285,1,4,3,1,2,Adult (26-44),Male,Entry,Travel Frequently,Yes,Better,7-8,High,Very High
0,1,4,0,1,1,3034,0,2,2,18,2,Adult (26-44),Female,Entry,Travel Rarely,No,Good,3-4,Very High,Low
0,1,4,0,2,2,5715,0,5,3,5,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,9-10,Very High,Medium
0,1,2,0,1,1,2576,0,5,3,5,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,9-10,Medium,Low
0,1,3,1,2,2,4197,1,2,2,1,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Good,3-4,High,Medium
0,1,1,1,4,2,14336,0,3,3,25,2,Adult (26-44),Male,Senior,Travel Rarely,No,Better,5-6,Low,Medium
0,1,2,0,2,3,3448,0,3,3,1,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,5-6,Medium,High
0,1,1,1,5,1,19406,0,4,2,4,3,Middle-age (45-59),Male,Executive,Travel Rarely,No,Good,7-8,Low,Low
0,3,3,0,2,3,6538,0,3,3,3,2,Adult (26-44),Female,Junior,Non-Travel,No,Better,5-6,High,High
0,1,2,0,2,1,4306,0,5,1,13,2,Adult (26-44),Female,Junior,Travel Rarely,No,Bad,9-10,Medium,Low
0,2,4,1,1,4,2258,0,1,3,3,2,Adult (26-44),Male,Entry,Travel Frequently,No,Better,1-2,Very High,Very High
0,1,3,0,2,3,4522,1,3,3,5,2,Adult (26-44),Female,Junior,Travel Rarely,Yes,Better,5-6,High,High
0,1,2,0,2,4,4487,1,3,3,5,1,Young Adult (18-25),Female,Junior,Travel Rarely,Yes,Better,5-6,Medium,Very High
0,3,2,0,2,3,4449,1,2,3,13,2,Adult (26-44),Female,Junior,Non-Travel,Yes,Better,3-4,Medium,High
0,1,4,1,1,1,2218,0,3,3,4,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,5-6,Very High,Low
0,2,2,1,5,3,19197,1,3,3,21,2,Adult (26-44),Male,Executive,Travel Frequently,Yes,Better,5-6,Medium,High
0,2,3,0,4,1,13212,0,0,2,7,3,Middle-age (45-59),Female,Senior,Travel Frequently,No,Good,No Training,High,Low
0,1,2,0,2,3,6577,0,6,3,5,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,More than 10,Medium,High
0,1,2,1,3,1,8392,0,2,3,10,2,Adult (26-44),Male,Middle,Travel Rarely,No,Better,3-4,Medium,Low
0,1,3,1,2,1,4558,0,2,3,10,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,3-4,High,Low
1,1,1,1,1,1,4031,0,5,3,2,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Better,9-10,Low,Low
0,1,4,1,3,3,7969,1,4,3,5,3,Middle-age (45-59),Male,Middle,Travel Rarely,Yes,Better,7-8,Very High,High
0,1,1,1,1,4,2654,0,3,2,2,3,Middle-age (45-59),Male,Entry,Travel Rarely,No,Good,5-6,Low,Very High
0,1,4,0,4,4,16555,0,2,1,5,3,Middle-age (45-59),Female,Senior,Travel Rarely,No,Bad,3-4,Very High,Very High
0,2,1,0,2,3,4556,0,3,3,5,2,Adult (26-44),Female,Junior,Travel Frequently,No,Better,5-6,Low,High
0,1,3,0,2,4,6091,0,2,3,5,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,3-4,High,Very High
0,1,1,0,5,1,19566,0,5,1,29,4,Old age (60+),Female,Executive,Travel Rarely,No,Bad,9-10,Low,Low
0,1,3,0,2,3,4810,0,5,2,10,3,Middle-age (45-59),Female,Junior,Travel Rarely,No,Good,9-10,High,High
0,2,4,0,2,4,4523,0,4,4,6,2,Adult (26-44),Female,Junior,Travel Frequently,No,Best,7-8,Very High,Very High
1,1,1,0,1,2,3202,1,4,3,5,1,Young Adult (18-25),Female,Entry,Travel Rarely,Yes,Better,7-8,Low,Medium
1,2,4,0,1,3,2351,0,3,2,2,2,Adult (26-44),Female,Entry,Travel Frequently,No,Good,5-6,Very High,High
0,2,4,1,1,4,1702,1,3,3,1,2,Adult (26-44),Male,Entry,Travel Frequently,Yes,Better,5-6,Very High,Very High
0,1,3,0,5,3,18041,0,2,3,20,2,Adult (26-44),Female,Executive,Travel Rarely,No,Better,3-4,High,High
0,1,1,0,1,4,2886,0,3,1,3,2,Adult (26-44),Female,Entry,Travel Rarely,No,Bad,5-6,Low,Very High
0,3,3,1,1,4,2097,0,3,1,5,2,Adult (26-44),Male,Entry,Non-Travel,No,Bad,5-6,High,Very High
0,1,2,1,3,3,11935,0,2,3,10,2,Adult (26-44),Male,Middle,Travel Rarely,No,Better,3-4,Medium,High
1,1,3,0,1,2,2546,0,2,4,2,2,Adult (26-44),Female,Entry,Travel Rarely,No,Best,3-4,High,Medium
1,1,1,1,1,4,2564,0,3,4,1,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Best,5-6,Low,Very High
0,3,3,0,3,1,8412,0,3,3,9,2,Adult (26-44),Female,Middle,Non-Travel,No,Better,5-6,High,Low
